usage_id,customer_id,month,service_type,revenue_ngn,volume
USG00190,CUST0011,2026-05-01,Data,774.06,2.21
USG00191,CUST0011,2026-05-01,Voice,259.89,138.4
USG00192,CUST0011,2026-05-01,SMS,163.2,16.0
USG00193,CUST0011,2026-06-01,Data,738.83,2.11
USG00194,CUST0011,2026-06-01,Voice,825.6,75.2
USG00195,CUST0011,2026-06-01,SMS,37.57,18.0
USG00196,CUST0011,2026-07-01,Data,2801.7,8.0
USG00197,CUST0011,2026-07-01,Voice,1012.54,119.1
USG00198,CUST0011,2026-07-01,SMS,138.05,45.0
USG00199,CUST0012,2026-02-01,Data,2160.52,6.17
USG00200,CUST0012,2026-02-01,Voice,866.8,196.0
USG00201,CUST0012,2026-02-01,SMS,67.9,8.0
USG00202,CUST0012,2026-03-01,Data,1584.47,4.53
USG00203,CUST0012,2026-03-01,Voice,1085.52,179.5
USG00204,CUST0012,2026-03-01,SMS,169.83,79.0
USG00205,CUST0012,2026-04-01,Data,825.4,2.36
USG00206,CUST0012,2026-04-01,Voice,876.37,208.8
USG00207,CUST0012,2026-04-01,SMS,196.39,79.0
USG00208,CUST0012,2026-05-01,Data,2185.36,6.24
USG00209,CUST0012,2026-05-01,Voice,405.8,243.6
USG00210,CUST0012,2026-05-01,SMS,39.27,64.0
USG00211,CUST0012,2026-06-01,Data,2766.51,7.9
USG00212,CUST0012,2026-06-01,Voice,551.98,196.6
USG00213,CUST0012,2026-06-01,SMS,97.43,38.0
USG00214,CUST0012,2026-07-01,Data,1206.96,3.45
USG00215,CUST0012,2026-07-01,Voice,950.24,282.1
USG00216,CUST0012,2026-07-01,SMS,189.34,18.0
USG00217,CUST0013,2026-02-01,Data,2674.33,7.64
USG00218,CUST0013,2026-02-01,Voice,924.3,90.8
USG00219,CUST0013,2026-02-01,SMS,32.11,25.0
USG00220,CUST0013,2026-03-01,Data,2771.74,7.92
USG00221,CUST0013,2026-03-01,Voice,814.84,221.9
USG00222,CUST0013,2026-03-01,SMS,66.29,59.0
USG00223,CUST0013,2026-04-01,Data,473.12,1.35
USG00224,CUST0013,2026-04-01,Voice,544.09,195.5
USG00225,CUST0013,2026-04-01,SMS,46.3,67.0
USG00226,CUST0013,2026-05-01,Data,1011.08,2.89
USG00227,CUST0013,2026-05-01,Voice,834.9,133.5
USG00228,CUST0013,2026-05-01,SMS,127.29,13.0
USG00229,CUST0013,2026-06-01,Data,443.97,1.27
USG00230,CUST0013,2026-06-01,Voice,1105.04,95.5
USG00231,CUST0013,2026-06-01,SMS,167.54,80.0
USG00232,CUST0013,2026-07-01,Data,949.72,2.71
USG00233,CUST0013,2026-07-01,Voice,428.43,205.6
USG00234,CUST0013,2026-07-01,SMS,193.78,74.0
USG00235,CUST0014,2026-02-01,Data,1707.48,4.88
USG00236,CUST0014,2026-02-01,Voice,984.87,58.0
USG00237,CUST0014,2026-02-01,SMS,195.94,77.0
USG00238,CUST0014,2026-03-01,Data,825.7,2.36
USG00239,CUST0014,2026-03-01,Voice,464.39,48.0
USG00240,CUST0014,2026-03-01,SMS,68.91,66.0
USG00241,CUST0014,2026-04-01,Data,1383.62,3.95
USG00242,CUST0014,2026-04-01,Voice,242.82,115.8
USG00243,CUST0014,2026-04-01,SMS,196.65,52.0
USG00244,CUST0014,2026-05-01,Data,1482.02,4.23
USG00245,CUST0014,2026-05-01,Voice,324.87,296.1
USG00246,CUST0014,2026-05-01,SMS,167.75,26.0
USG00247,CUST0014,2026-06-01,Data,582.18,1.66
USG00248,CUST0014,2026-06-01,Voice,209.46,53.7
USG00249,CUST0014,2026-06-01,SMS,124.54,75.0
USG00250,CUST0014,2026-07-01,Data,1691.53,4.83
USG00251,CUST0014,2026-07-01,Voice,1035.09,144.8
USG00252,CUST0014,2026-07-01,SMS,147.55,60.0
USG00253,CUST0015,2026-02-01,Data,852.31,2.44
USG00254,CUST0015,2026-02-01,Voice,529.28,198.4
USG00255,CUST0015,2026-02-01,SMS,32.73,32.0
USG00256,CUST0015,2026-03-01,Data,1790.48,5.12
USG00257,CUST0015,2026-03-01,Voice,1196.04,152.9
USG00258,CUST0015,2026-03-01,SMS,166.89,37.0
USG00259,CUST0015,2026-04-01,Data,2470.62,7.06
USG00260,CUST0015,2026-04-01,Voice,775.19,268.2
USG00261,CUST0015,2026-04-01,SMS,93.97,50.0
USG00262,CUST0015,2026-05-01,Data,2038.05,5.82
USG00263,CUST0015,2026-05-01,Voice,588.25,60.4
USG00264,CUST0015,2026-05-01,SMS,36.84,6.0
USG00265,CUST0015,2026-06-01,Data,2671.19,7.63
USG00266,CUST0015,2026-06-01,Voice,398.3,79.2
USG00267,CUST0015,2026-06-01,SMS,152.49,29.0
USG00268,CUST0015,2026-07-01,Data,1715.72,4.9
USG00269,CUST0015,2026-07-01,Voice,320.64,288.7
USG00270,CUST0015,2026-07-01,SMS,173.28,70.0
USG00271,CUST0016,2026-02-01,Data,1457.61,4.16
USG00272,CUST0016,2026-02-01,Voice,950.48,60.3
USG00273,CUST0016,2026-02-01,SMS,21.55,6.0
USG00274,CUST0016,2026-03-01,Data,1925.16,5.5
USG00275,CUST0016,2026-03-01,Voice,628.16,165.0
USG00276,CUST0016,2026-03-01,SMS,21.34,37.0
USG00277,CUST0016,2026-04-01,Data,2266.98,6.48
USG00278,CUST0016,2026-04-01,Voice,614.83,225.0
USG00279,CUST0016,2026-04-01,SMS,61.94,66.0
USG00280,CUST0016,2026-05-01,Data,1929.92,5.51
USG00281,CUST0016,2026-05-01,Voice,371.3,86.3
USG00282,CUST0016,2026-05-01,SMS,133.05,67.0
USG00283,CUST0016,2026-06-01,Data,1480.63,4.23
USG00284,CUST0016,2026-06-01,Voice,421.22,262.8
USG00285,CUST0016,2026-06-01,SMS,140.47,39.0
USG00286,CUST0016,2026-07-01,Data,1668.54,4.77
USG00287,CUST0016,2026-07-01,Voice,364.47,195.5
USG00288,CUST0016,2026-07-01,SMS,84.57,80.0
USG00289,CUST0017,2026-02-01,Data,2802.41,8.01
USG00290,CUST0017,2026-02-01,Voice,1122.31,178.4
USG00291,CUST0017,2026-02-01,SMS,314.53,65.0
USG00292,CUST0017,2026-03-01,Data,2673.99,7.64
USG00293,CUST0017,2026-03-01,Voice,1537.88,184.1
USG00294,CUST0017,2026-03-01,SMS,184.66,19.0
USG00295,CUST0017,2026-04-01,Data,2730.6,7.8
USG00296,CUST0017,2026-04-01,Voice,693.79,276.2
USG00297,CUST0017,2026-04-01,SMS,136.63,76.0
USG00298,CUST0017,2026-05-01,Data,3036.1,8.67
USG00299,CUST0017,2026-05-01,Voice,1382.31,172.0
USG00300,CUST0017,2026-05-01,SMS,73.59,33.0
USG00301,CUST0017,2026-06-01,Data,1118.23,3.19
USG00302,CUST0017,2026-06-01,Voice,1366.97,145.1
USG00303,CUST0017,2026-06-01,SMS,272.06,22.0
USG00304,CUST0017,2026-07-01,Data,1407.38,4.02
USG00305,CUST0017,2026-07-01,Voice,980.3,279.4
USG00306,CUST0017,2026-07-01,SMS,251.39,36.0
USG00307,CUST0018,2026-02-01,Data,1744.91,4.99
USG00308,CUST0018,2026-02-01,Voice,238.42,295.7
USG00309,CUST0018,2026-02-01,SMS,139.95,26.0
USG00310,CUST0018,2026-03-01,Data,1923.1,5.49
USG00311,CUST0018,2026-03-01,Voice,264.96,290.4
USG00312,CUST0018,2026-03-01,SMS,51.46,54.0
USG00313,CUST0018,2026-04-01,Data,1038.18,2.97
USG00314,CUST0018,2026-04-01,Voice,903.44,237.5
USG00315,CUST0018,2026-04-01,SMS,141.22,51.0
USG00316,CUST0018,2026-05-01,Data,2720.42,7.77
USG00317,CUST0018,2026-05-01,Voice,232.56,112.7
USG00318,CUST0018,2026-05-01,SMS,64.69,79.0
USG00319,CUST0018,2026-06-01,Data,1412.41,4.04
USG00320,CUST0018,2026-06-01,Voice,919.24,211.7
USG00321,CUST0018,2026-06-01,SMS,58.17,23.0
USG00322,CUST0018,2026-07-01,Data,1131.34,3.23
USG00323,CUST0018,2026-07-01,Voice,581.68,85.6
USG00324,CUST0018,2026-07-01,SMS,23.54,71.0
USG00325,CUST0019,2026-02-01,Data,2910.59,8.32
USG00326,CUST0019,2026-02-01,Voice,508.65,114.8
USG00327,CUST0019,2026-02-01,SMS,21.28,56.0
USG00328,CUST0019,2026-03-01,Data,2546.14,7.27
USG00329,CUST0019,2026-03-01,Voice,303.94,64.7
USG00330,CUST0019,2026-03-01,SMS,162.21,51.0
USG00331,CUST0019,2026-04-01,Data,516.64,1.48
USG00332,CUST0019,2026-04-01,Voice,803.67,106.5
USG00333,CUST0019,2026-04-01,SMS,86.37,63.0
USG00334,CUST0019,2026-05-01,Data,2508.43,7.17
USG00335,CUST0019,2026-05-01,Voice,570.37,285.2
USG00336,CUST0019,2026-05-01,SMS,93.16,63.0
USG00337,CUST0019,2026-06-01,Data,1658.08,4.74
USG00338,CUST0019,2026-06-01,Voice,1092.41,274.2
USG00339,CUST0019,2026-06-01,SMS,35.74,75.0
USG00340,CUST0019,2026-07-01,Data,2546.39,7.28
USG00341,CUST0019,2026-07-01,Voice,980.88,76.3
USG00342,CUST0019,2026-07-01,SMS,164.92,69.0
USG00343,CUST0020,2026-02-01,Data,1151.79,3.29
USG00344,CUST0020,2026-02-01,Voice,1149.87,34.0
USG00345,CUST0020,2026-02-01,SMS,46.98,45.0
USG00346,CUST0020,2026-03-01,Data,1897.06,5.42
USG00347,CUST0020,2026-03-01,Voice,827.41,24.8
USG00348,CUST0020,2026-03-01,SMS,192.87,8.0
USG00349,CUST0020,2026-04-01,Data,771.96,2.21
USG00350,CUST0020,2026-04-01,Voice,164.72,178.7
USG00351,CUST0020,2026-04-01,SMS,187.81,55.0
USG00352,CUST0020,2026-05-01,Data,2538.91,7.25
USG00353,CUST0020,2026-05-01,Voice,163.95,171.8
USG00354,CUST0020,2026-05-01,SMS,102.72,42.0
USG00355,CUST0020,2026-06-01,Data,587.75,1.68
USG00356,CUST0020,2026-06-01,Voice,868.66,160.9
USG00357,CUST0020,2026-06-01,SMS,157.73,41.0
USG00358,CUST0020,2026-07-01,Data,788.39,2.25
USG00359,CUST0020,2026-07-01,Voice,830.67,68.3
USG00360,CUST0020,2026-07-01,SMS,177.03,51.0
USG00361,CUST0021,2026-02-01,Data,808.73,2.31
USG00362,CUST0021,2026-02-01,Voice,1160.45,165.1
USG00363,CUST0021,2026-02-01,SMS,33.12,52.0
USG00364,CUST0021,2026-03-01,Data,1058.32,3.02
USG00365,CUST0021,2026-03-01,Voice,993.88,249.0
USG00366,CUST0021,2026-03-01,SMS,196.21,43.0
USG00367,CUST0021,2026-04-01,Data,1582.89,4.52
USG00368,CUST0021,2026-04-01,Voice,941.15,57.1
USG00369,CUST0021,2026-04-01,SMS,118.44,46.0
USG00370,CUST0021,2026-05-01,Data,632.63,1.81
USG00371,CUST0021,2026-05-01,Voice,588.88,258.9
USG00372,CUST0021,2026-05-01,SMS,174.11,12.0
USG00373,CUST0021,2026-06-01,Data,635.87,1.82
USG00374,CUST0021,2026-06-01,Voice,425.83,264.9
USG00375,CUST0021,2026-06-01,SMS,43.2,59.0
USG00376,CUST0021,2026-07-01,Data,663.03,1.89
USG00377,CUST0021,2026-07-01,Voice,804.29,119.7
USG00378,CUST0021,2026-07-01,SMS,162.0,23.0
USG00379,CUST0022,2026-02-01,Data,3505.27,10.02
USG00380,CUST0022,2026-02-01,Voice,675.69,219.8
USG00381,CUST0022,2026-02-01,SMS,301.35,15.0
USG00382,CUST0022,2026-03-01,Data,4510.35,12.89
USG00383,CUST0022,2026-03-01,Voice,1314.53,55.6
USG00384,CUST0022,2026-03-01,SMS,164.83,17.0
USG00385,CUST0022,2026-04-01,Data,3775.54,10.79
USG00386,CUST0022,2026-04-01,Voice,1609.58,49.6
USG00387,CUST0022,2026-04-01,SMS,188.88,66.0
USG00388,CUST0022,2026-05-01,Data,4817.84,13.77
USG00389,CUST0022,2026-05-01,Voice,1171.63,286.1
USG00390,CUST0022,2026-05-01,SMS,197.92,35.0
USG00391,CUST0022,2026-06-01,Data,4429.06,12.65
USG00392,CUST0022,2026-06-01,Voice,1134.97,152.1
USG00393,CUST0022,2026-06-01,SMS,184.04,69.0
USG00394,CUST0022,2026-07-01,Data,4357.18,12.45
USG00395,CUST0022,2026-07-01,Voice,975.28,113.3
USG00396,CUST0022,2026-07-01,SMS,184.53,48.0
USG00397,CUST0023,2026-02-01,Data,1019.68,2.91
USG00398,CUST0023,2026-02-01,Voice,983.65,156.2
USG00399,CUST0023,2026-02-01,SMS,80.13,13.0
USG00400,CUST0023,2026-03-01,Data,1021.0,2.92
USG00401,CUST0023,2026-03-01,Voice,1146.75,105.4
USG00402,CUST0023,2026-03-01,SMS,50.39,40.0
USG00403,CUST0023,2026-04-01,Data,1198.43,3.42
USG00404,CUST0023,2026-04-01,Voice,186.92,110.5
USG00405,CUST0023,2026-04-01,SMS,117.94,46.0
USG00406,CUST0023,2026-05-01,Data,1327.05,3.79
USG00407,CUST0023,2026-05-01,Voice,619.67,290.3
USG00408,CUST0023,2026-05-01,SMS,87.92,24.0
USG00409,CUST0023,2026-06-01,Data,1033.01,2.95
USG00410,CUST0023,2026-06-01,Voice,630.65,232.7
USG00411,CUST0023,2026-06-01,SMS,57.08,58.0
USG00412,CUST0023,2026-07-01,Data,454.99,1.3
USG00413,CUST0023,2026-07-01,Voice,589.88,237.2
USG00414,CUST0023,2026-07-01,SMS,80.97,47.0
USG00415,CUST0024,2026-02-01,Data,932.95,2.67
USG00416,CUST0024,2026-02-01,Voice,929.1,34.6
USG00417,CUST0024,2026-02-01,SMS,173.46,20.0
USG00418,CUST0024,2026-03-01,Data,2673.43,7.64
USG00419,CUST0024,2026-03-01,Voice,520.16,222.4
USG00420,CUST0024,2026-03-01,SMS,77.46,73.0
USG00421,CUST0024,2026-04-01,Data,729.26,2.08
USG00422,CUST0024,2026-04-01,Voice,337.45,158.0
USG00423,CUST0024,2026-04-01,SMS,34.75,20.0
USG00424,CUST0024,2026-05-01,Data,2853.79,8.15
USG00425,CUST0024,2026-05-01,Voice,1175.31,125.4
USG00426,CUST0024,2026-05-01,SMS,186.19,46.0
USG00427,CUST0024,2026-06-01,Data,1101.33,3.15
USG00428,CUST0024,2026-06-01,Voice,887.52,204.5
USG00429,CUST0024,2026-06-01,SMS,198.04,25.0
USG00430,CUST0024,2026-07-01,Data,2147.35,6.14
USG00431,CUST0024,2026-07-01,Voice,204.62,51.8
USG00432,CUST0024,2026-07-01,SMS,20.71,80.0
USG00433,CUST0025,2026-02-01,Data,2485.91,7.1
USG00434,CUST0025,2026-02-01,Voice,976.06,162.7
USG00435,CUST0025,2026-02-01,SMS,74.01,16.0
USG00436,CUST0025,2026-03-01,Data,1140.15,3.26
USG00437,CUST0025,2026-03-01,Voice,544.77,231.8
USG00438,CUST0025,2026-03-01,SMS,117.14,11.0
USG00439,CUST0025,2026-04-01,Data,446.88,1.28
USG00440,CUST0025,2026-04-01,Voice,257.45,134.9
USG00441,CUST0025,2026-04-01,SMS,187.97,53.0
USG00442,CUST0025,2026-05-01,Data,2484.75,7.1
USG00443,CUST0025,2026-05-01,Voice,639.69,121.3
USG00444,CUST0025,2026-05-01,SMS,39.51,71.0
USG00445,CUST0025,2026-06-01,Data,2436.22,6.96
USG00446,CUST0025,2026-06-01,Voice,326.52,163.4
USG00447,CUST0025,2026-06-01,SMS,107.73,52.0
USG00448,CUST0025,2026-07-01,Data,2860.09,8.17
USG00449,CUST0025,2026-07-01,Voice,758.76,171.3
USG00450,CUST0025,2026-07-01,SMS,29.06,10.0
USG00451,CUST0026,2026-02-01,Data,887.1,2.53
USG00452,CUST0026,2026-02-01,Voice,184.09,228.1
USG00453,CUST0026,2026-02-01,SMS,150.2,15.0
USG00454,CUST0026,2026-03-01,Data,2573.81,7.35
USG00455,CUST0026,2026-03-01,Voice,312.53,104.3
USG00456,CUST0026,2026-03-01,SMS,64.82,33.0
USG00457,CUST0026,2026-04-01,Data,1062.13,3.03
USG00458,CUST0026,2026-04-01,Voice,663.4,134.1
USG00459,CUST0026,2026-04-01,SMS,197.58,9.0
USG00460,CUST0026,2026-05-01,Data,769.67,2.2
USG00461,CUST0026,2026-05-01,Voice,205.47,195.2
USG00462,CUST0026,2026-05-01,SMS,29.81,68.0
USG00463,CUST0026,2026-06-01,Data,1731.04,4.95
USG00464,CUST0026,2026-06-01,Voice,703.36,177.2
USG00465,CUST0026,2026-06-01,SMS,50.75,20.0
